Datetime,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,BTC-USD,ETH-USD,GLD,SGD=X,SPY,^GSPC,^IXIC,BTC-USD,ETH-USD,GLD,SGD=X,SPY,^GSPC,^IXIC,BTC-USD,ETH-USD,GLD,SGD=X,SPY,^GSPC,^IXIC,BTC-USD,ETH-USD,GLD,SGD=X,SPY,^GSPC,^IXIC,BTC-USD,ETH-USD,GLD,SGD=X,SPY,^GSPC,^IXIC,BTC-USD,ETH-USD,GLD,SGD=X,SPY,^GSPC,^IXIC
2023-01-22 00:00:00,22853.2265625,1633.1060791015625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22853.2265625,1633.1060791015625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22853.2265625,1633.1060791015625,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22766.015625,1626.6343994140625,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22777.986328125,1627.365966796875,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,0.0,0.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 00:15:00,22913.564453125,1634.3607177734375,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22913.564453125,1634.3607177734375,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22913.564453125,1634.3607177734375,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22843.357421875,1631.4210205078125,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22856.291015625,1633.3292236328125,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,30965760.0,6718976.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 00:30:00,22893.244140625,1632.5985107421875,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22893.244140625,1632.5985107421875,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22924.724609375,1634.9295654296875,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22893.244140625,1632.4892578125,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22915.626953125,1634.4974365234375,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,1074620416.0,239412224.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 00:45:00,22880.744140625,1632.754150390625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22880.744140625,1632.754150390625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22886.771484375,1632.810791015625,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22871.541015625,1631.766357421875,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22885.6796875,1632.20458984375,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,0.0,937984.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 01:00:00,22816.578125,1627.772216796875,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22816.578125,1627.772216796875,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22881.119140625,1632.799560546875,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22813.76171875,1627.151123046875,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22881.119140625,1632.799560546875,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,0.0,6188032.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 01:15:00,22829.3515625,1628.013427734375,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22829.3515625,1628.013427734375,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22855.166015625,1630.0435791015625,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22818.529296875,1627.8892822265625,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22818.529296875,1627.8892822265625,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,4986880.0,9934848.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 01:30:00,22823.498046875,1628.8031005859375,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22823.498046875,1628.8031005859375,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22875.5859375,1631.5389404296875,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22815.1328125,1627.0859375,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22829.51171875,1627.9739990234375,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,110940160.0,27852800.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 01:45:00,22805.310546875,1625.6011962890625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22805.310546875,1625.6011962890625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22805.310546875,1627.4901123046875,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22746.578125,1621.9869384765625,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22803.623046875,1627.4901123046875,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,181075968.0,124369920.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
2023-01-22 02:00:00,22771.708984375,1623.851806640625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22771.708984375,1623.851806640625,179.27499389648438,1.3191100358963013,395.8399963378906,3971.780029296875,11138.4140625,22816.73828125,1626.0546875,179.4199981689453,1.3192299604415894,396.0400085449219,3972.9599609375,11142.1826171875,22771.708984375,1623.851806640625,179.25,1.3183000087738037,394.82000732421875,3961.3701171875,11110.294921875,22807.580078125,1625.7969970703125,179.4199981689453,1.3191100358963013,395.0350036621094,3963.31005859375,11114.49609375,14004224.0,3880960.0,663807.0,0.0,11027622.0,321589000.0,312379000.0
